项目名称,负责人工号,承担单位,开始时间,立项年度,项目结束时间,项目子类,甲方单位,合同金额,科研认领金额,财务上账金额,审核状态,立项途径,合同状态
深圳市医疗健康信息互联互通标准化成熟度测评分级管理试点单位咨询服务协议书 （2018）,7160730,计算机科学与工程学院（网络空间安全学院）,2018-05-01,2018,2019-04-30,咨询/外币结算,深圳市医学信息中心,45,45,43.68932,财务通过，立项完成,直接立项,进行中
海底地震数据采集节点仪研制,7172716,资源与环境学院,2018-05-01,2018,2018-12-31,技术开发,威海海洋智惠科技有限公司,48,24,24,财务通过，立项完成,直接立项,进行中
XXX接收前端,5224382,航空航天学院,2018-05-01,2018,2019-05-01,技术开发,成都顺为超导科技股份有限公司,64.8,44.8,39.646018,财务通过，立项完成,直接立项,进行中
皮肤粘贴式生命体征监测芯片,7080626,光电科学与工程学院,2018-05-01,2018,2018-12-31,技术开发,东莞南城医院,30,30,30,财务通过，立项完成,直接立项,进行中
人工智能在传统行业中的应用技术研究,5221102,信息与通信工程学院,2018-04-30,2018,2019-12-31,校企联合科研平台,宜宾电子科技大学研究院,400,0,0,学校通过,直接立项,进行中
微波介质K45陶瓷材料,5230771,电子科学与工程学院（示范性微电子学院）,2018-04-28,2018,2019-04-30,技术开发,广东风华高新科技股份有限公司,35.5776,35.5776,30.670345,财务通过，立项完成,直接立项,进行中
某新型导弹动力结构一体化设计与分析技术研究,7110609,航空航天学院,2018-04-28,2018,2018-10-10,技术开发,北京机电工程研究所,25,25,25,财务通过，立项完成,直接立项,已结题
XA飞行器评介环境视景软件开发,7140688,航空航天学院,2018-04-28,2018,2018-12-31,技术开发,中航工业集团成都飞机设计研究所,76,76,76,财务通过，立项完成,直接立项,进行中
基于无源探测的无人机反制系统研究,5225164,信息与通信工程学院,2018-04-27,2018,2019-09-30,技术开发,四川省电子信息产业技术研究院有限公司,99,99,99,财务通过，立项完成,直接立项,进行中
遥感技术大数据及人工智能应用研究,7090778,自动化工程学院,2018-04-25,2018,2019-06-01,技术开发,北京深蓝空间遥感技术有限公司,10,10,10,财务通过，立项完成,直接立项,进行中
可研单兵应急定位系统的开发,7190677,电子科学与工程学院（示范性微电子学院）,2018-04-25,2018,2018-12-31,技术开发,无锡蓝天电子股份有限公司,24,24,24,财务通过，立项完成,直接立项,进行中
滤波器LSZ-1/220MHz(20180424),5230599,自动化工程学院,2018-04-24,2018,2023-12-31,技术开发,中国电子科技集团公司第十四研究所,2.4,2.4,2.123894,财务通过，立项完成,直接立项,进行中
高灵敏光纤微腔声波探测系统,5230947,信息与通信工程学院,2018-04-24,2018,2018-08-31,技术开发,上海海潮新技术研究所,18.8,18.8,18.252428,财务通过，立项完成,直接立项,进行中
新能源有功无功自动控制系统研发合作,7100664,信息与软件工程学院（示范性软件学院）,2018-04-23,2018,2020-04-23,技术开发,北京亿科林科技有限公司,50,0,0,学校通过,直接立项,进行中
空中微弱目标检测技术研究,7150594,信息与通信工程学院,2018-04-20,2018,2021-04-30,技术开发,中国电子科技集团公司第三十八研究所,100,85.46,85.46,财务通过，立项完成,直接立项,进行中
多体制高精度干涉成像机理仿真系统软件,7100839,机械与电气工程学院,2018-04-20,2018,2018-10-20,技术开发,国防科技大学电子科学学院,25,15,14.563107,财务通过，立项完成,直接立项,进行中
政策资源大数据科技云平台关键技术研究与应用,5224908,综合电子系统技术教育部重点实验室(B类),2018-04-20,2018,2020-03-31,技术开发,四川政资汇智能科技有限公司,20,20,20,财务通过，立项完成,直接立项,进行中
某雷达下视三维成像技术计算机测试平台,5222308,信息与通信工程学院,2018-04-20,2018,2019-10-31,技术开发,北京华航无线电测量研究所,30,10,10,财务通过，立项完成,直接立项,进行中
微纳硼薄膜图形化调控技术研究,5224399,电子科学与工程学院（示范性微电子学院）,2018-04-20,2018,2018-10-31,技术开发,中国工程物理研究院化工材料研究所,9.8,9.8,9.8,财务通过，立项完成,直接立项,已结题
羽毛球机器人研发,5225147,机械与电气工程学院,2018-04-20,2018,2018-07-20,技术开发,四川荷福创品机器人科技有限公司,60,60,58.252427,财务通过，立项完成,直接立项,进行中
激光多普勒速度测量设备,7090808,光电科学与工程学院,2018-04-19,2018,2018-10-19,技术开发,成都奥旭光电科技有限公司,6,2,2,财务通过，立项完成,直接立项,进行中
大气污染政府间协同治理组织结构特征研究,7090785,公共管理学院,2018-04-18,2018,2019-05-30,咨询/外币结算,上海交通大学,5,3,3,财务通过，立项完成,直接立项,进行中
低介电腈基树脂体系技术开发,7070696,材料与能源学院,2018-04-18,2018,2018-07-18,技术开发,广东汕头超声电子股份有限公司,6.75,6.75,5.818966,财务通过，立项完成,直接立项,进行中
基于超实时仿真技术的交直流混联送端电网广域风险感知及控制技术研究,7090624,机械与电气工程学院,2018-04-17,2018,2020-12-31,技术开发,国网四川省电力公司电力科学研究院,95,86,83.495145,财务通过，立项完成,直接立项,进行中
多功能新媒体公共信息平台设备研发,7110614,智慧城市研究中心,2018-04-16,2018,2018-05-31,技术开发,四川省电子信息产业技术研究院有限公司,70,70,67.961165,财务通过，立项完成,直接立项,进行中
互联网教育大数据云平台（一期）,7110764,智慧城市研究中心,2018-04-16,2018,2019-04-15,技术开发,四川省电子信息产业技术研究院有限公司,70,70,67.961165,财务通过，立项完成,直接立项,进行中
GeTe相变薄膜材料的研究及制备技术,7060709,电子科学与工程学院（示范性微电子学院）,2018-04-16,2018,2018-06-16,技术开发,中国电子科技集团公司第二十九研究所,9.3,0,0,学校通过,直接立项,进行中
高新技术服务超市创新信用券区块链项目,5223506,计算机科学与工程学院（网络空间安全学院）,2018-04-15,2018,2018-05-20,技术开发,成都高新技术产业开发区技术创新服务中心,19,19,18.446603,财务通过，立项完成,直接立项,进行中
室内外融合的高精度定位技术研究,5221664,电子科学与工程学院（示范性微电子学院）,2018-04-15,2018,2021-04-15,技术开发,成都精位科技有限公司,80,80,80,财务通过，立项完成,直接立项,进行中
EOS平台安全性测试与论证,5231022,信息与软件工程学院（示范性软件学院）,2018-04-15,2018,2018-10-31,技术开发,重庆宇寰科技有限公司,30,30,29.126213,财务通过，立项完成,直接立项,已结题
区块链关键技术研究与应用,7160608,信息与软件工程学院（示范性软件学院）,2018-04-15,2018,2019-04-15,技术开发,重庆宇寰科技有限公司,50,50,48.54369,财务通过，立项完成,直接立项,已结题
高性能压电聚合物薄膜材料的制备,7182700,材料与能源学院,2018-04-15,2018,2018-12-31,技术开发,成都安瑞芯科技有限公司,3,3,2.912621,财务通过，立项完成,直接立项,进行中
无人机软硬件平台研制及测试,7120689,航空航天学院,2018-04-13,2018,2018-08-30,技术开发,中国航天科技集团公司第一研究院,47,47,47,财务通过，立项完成,直接立项,进行中
J码GPS诱骗可行性分析,8150606,综合电子系统技术教育部重点实验室(B类),2018-04-12,2018,2018-05-28,技术开发,上海华测导航技术股份有限公司,4.5,4.5,4.368932,财务通过，立项完成,直接立项,进行中
光纤压力传感器性能评估技术开发合同,7060730,信息与通信工程学院,2018-04-12,2018,2019-04-12,技术开发,山东瑞安泰医疗技术有限公司,22,22,22,财务通过，立项完成,直接立项,进行中
耐腐蚀高分子胶粘剂,7070696,材料与能源学院,2018-04-11,2018,2019-04-10,技术开发,四川英能基科技有限公司,30,20,19.417476,财务通过，立项完成,直接立项,进行中
K波段多通道集成关键技术研制,7200606,电子科学与工程学院（示范性微电子学院）,2018-04-11,2018,2018-09-30,技术开发,成都通量科技有限公司,73.5,73.5,62.820513,财务通过，立项完成,直接立项,进行中
四端口微波光路复用微波腔研发合同,7070670,电子科学与工程学院（示范性微电子学院）,2018-04-11,2018,2019-04-10,技术开发,中国科学院上海光学精密机械研究所,18,18,18,财务通过，立项完成,直接立项,进行中
C波段回旋波整流器关键技术,5224415,电子科学与工程学院（示范性微电子学院）,2018-04-10,2018,2018-05-31,技术开发,中国电子科技集团公司第十二研究所,10,10,9.708738,财务通过，立项完成,直接立项,进行中
高功率光导开关研究,5225179,物理学院,2018-04-10,2018,2020-12-31,技术开发,绵阳鹤舞科技有限公司,8,0,0,学校通过,直接立项,进行中
硅基微冷却基板技术研究,7182724,电子科学与工程学院（示范性微电子学院）,2018-04-10,2018,2018-12-30,技术开发,中国电子科技集团公司第十四研究所,28,28,27.184466,财务通过，立项完成,直接立项,进行中
博士招生计划测算模型研究,7070681,信息中心,2018-04-10,2018,2018-12-31,技术开发,清华大学,4,4,3.883495,财务通过，立项完成,直接立项,进行中
压力容器主螺栓孔激光检测系统,5224626,机械与电气工程学院,2018-04-09,2018,2019-04-08,技术开发,中国核动力研究设计院第一研究所,94.6,89.87,77.474137,财务通过，立项完成,直接立项,进行中
一体化智能物联网控制系统技术开发,5222285,信息与软件工程学院（示范性软件学院）,2018-04-08,2018,2019-12-31,技术开发,四川优创环球科技有限公司,15,0,0,学校通过,直接立项,撤项
气室型分幅与条纹相机电磁干扰模拟与测试系统开发项目,7140691,材料与能源学院,2018-04-04,2018,2018-06-10,技术开发,中国工程物理研究院物资部,18.9,18.9,18.9,财务通过，立项完成,直接立项,进行中
W波段检波器,5224822,电子科学与工程学院（示范性微电子学院）,2018-04-04,2018,2018-06-08,技术开发,安徽四创电子股份有限公司,1.56,1.56,1.344828,财务通过，立项完成,直接立项,进行中
城市地表温度高分遥感与地面观测协同监测,7120649,资源与环境学院,2018-04-04,2018,2021-06-30,技术开发,重庆市风景园林科学研究院,50,44.5,44.5,财务通过，立项完成,直接立项,进行中
超声波阵列极低风速测试技术研究,5230777,自动化工程学院,2018-04-02,2018,2018-12-30,技术开发,中国人民解放军63837部队,22,22,22,财务通过，立项完成,直接立项,进行中
近程末端相控阵激光雷达液晶移相阵列研制,5224620,信息与通信工程学院,2018-04-01,2018,2021-12-31,技术开发,贵州航天南海科技有限责任公司,85,42.5,42.5,财务通过，立项完成,直接立项,进行中
超高压SiC二极管技术开发,7100742,电子科学与工程学院（示范性微电子学院）,2018-04-01,2018,2019-09-30,技术开发,西安卫光科技有限公司,140,140,135.922331,财务通过，立项完成,直接立项,进行中
600V SOI高压集成器件研发,5231034,电子科学与工程学院（示范性微电子学院）,2018-04-01,2018,2019-06-30,技术开发,无锡中微爱芯电子有限公司,32,32,32,财务通过，立项完成,直接立项,进行中
2018年度日本SMC委托研究,5224634,机械与电气工程学院,2018-04-01,2018,2019-03-31,技术开发,SMC株式会社,60,54.4824,54.4824,财务通过，立项完成,直接立项,进行中
xx关键技术研究,7090673,通信抗干扰技术国家级重点实验室,2018-04-01,2018,2019-12-31,技术开发,中国电子科技集团公司第五十四研究所,19,9,9,财务通过，立项完成,直接立项,进行中
功率半导体器件关键技术研究,5224994,电子科学与工程学院（示范性微电子学院）,2018-04-01,2018,2021-05-08,技术开发,联合汽车电子有限公司,15,15,14.563107,财务通过，立项完成,直接立项,进行中
资源环境承载能力遥感判读识别技术方法与示范,7060728,资源与环境学院,2018-04-01,2018,2018-10-31,技术开发,生态环境部南京环境科学研究所,20,20,20,财务通过，立项完成,直接立项,进行中
氮化镓外延片及芯片制造生产线建设项目技术咨询服务,5224379,电子科学与工程学院（示范性微电子学院）,2018-04-01,2018,2018-06-30,技术开发,成都创新风险投资有限公司,9,9,8.737864,财务通过，立项完成,直接立项,进行中
共成型相控阵天线设计、仿真、测试,7160597,信息与通信工程学院,2018-04-01,2018,2018-11-30,技术开发,中国电子科技集团公司第十研究所,25.5,15.5,15.048544,财务通过，立项完成,直接立项,进行中
下一代IoT通信技术研究和技术演示,7060620,通信抗干扰技术国家级重点实验室,2018-04-01,2018,2019-03-31,技术开发,北京三星通信技术研究有限公司,30,30,30,财务通过，立项完成,直接立项,进行中
XX数据库开发,5225131,电子科学与工程学院（示范性微电子学院）,2018-04-01,2018,2018-12-31,技术开发,北京理工大学,50,50,48.54369,财务通过，立项完成,直接立项,进行中
5G非线性预编码技术研究,5230964,通信抗干扰技术国家级重点实验室,2018-04-01,2018,2019-03-31,技术开发,广东欧珀移动通信有限公司,60,60,58.252427,财务通过，立项完成,直接立项,进行中
高功率微波毁伤机理研究,5230879,电子科学与工程学院（示范性微电子学院）,2018-03-31,2018,2020-12-31,技术开发,湖北航天技术研究院总体设计所,40,20,19.417476,财务通过，立项完成,直接立项,进行中
基于视频图像的目标分类和识别技术研究,5225226,信息与通信工程学院,2018-03-31,2018,2019-08-31,技术开发,零八一电子集团有限公司,60,40,40,财务通过，立项完成,直接立项,进行中
面向虚拟现实的关键技术及虚拟自动驾驶研究,7140636,信息与软件工程学院（示范性软件学院）,2018-03-30,2018,2019-03-29,技术开发,赛尔网络有限公司,5,4.5,4.368932,财务通过，立项完成,直接立项,进行中
控制器研发,7100658,光电科学与工程学院,2018-03-30,2018,2018-11-01,技术开发,合肥迅驰电子科技有限责任公司,2,0.5,0.485437,财务通过，立项完成,直接立项,进行中
特征压缩加速技术合作项目,7160635,计算机科学与工程学院（网络空间安全学院）,2018-03-30,2018,2019-04-01,技术开发,华为技术有限公司,100.528,70.3696,68.32,财务通过，立项完成,直接立项,进行中
三门乏燃料水池衰变热温升计算软件开发,7110798,计算机科学与工程学院（网络空间安全学院）,2018-03-29,2018,2018-07-29,技术开发,中国核动力研究设计院,27,27,26.213592,财务通过，立项完成,直接立项,进行中
基于剂量调制方法的高压SiC功率器件终端技术研究,7100756,电子科学与工程学院（示范性微电子学院）,2018-03-29,2018,2020-12-31,技术开发,国网北京市电力公司,50,45,43.68932,财务通过，立项完成,直接立项,进行中
无人机群体智能仿真软件,7100818,计算机科学与工程学院（网络空间安全学院）,2018-03-29,2018,2018-06-30,技术开发,中国船舶工业系统工程研究院,39.8,39.8,38.640777,财务通过，立项完成,直接立项,进行中
全钒液流电池技术研发,7120621,材料与能源学院,2018-03-28,2018,2020-04-10,技术开发,乐山创新储能技术研究院有限公司,20,20,19.417476,财务通过，立项完成,直接立项,进行中
中国社会企业与社会投资行业扫描调研项目 之“社会企业”子课题,7070711,经济与管理学院,2018-03-28,2018,2018-08-31,咨询/外币结算,南都公益基金会,3.8229,3.8229,3.711553,财务通过，立项完成,直接立项,进行中
基于有限资源的干扰调制算法及FPGA实现技术研究,5225217,信息与通信工程学院,2018-03-28,2018,2020-12-31,技术开发,中国工程物理研究院电子工程研究所,19.3,19.3,19.3,财务通过，立项完成,直接立项,进行中
W波段收发前端研制2,5224822,电子科学与工程学院（示范性微电子学院）,2018-03-26,2018,2023-03-26,技术开发,安徽四创电子股份有限公司,58,0,0,学校通过,直接立项,进行中
基于AI的新媒体智能推荐核心算法与系统,5223374,计算机科学与工程学院（网络空间安全学院）,2018-03-26,2018,2018-12-31,技术开发,上海淘景立画信息技术有限公司,10,10,9.708738,财务通过，立项完成,直接立项,进行中
模形实时姿态测控系统软件研发,5230895,光电科学与工程学院,2018-03-26,2018,2019-03-26,技术开发,四川雷得兴业信息科技有限公司,10,10,10,财务通过，立项完成,直接立项,已结题
高黏复杂液体在疏液表面撞击过程及力学分析研究,7190642,物理学院,2018-03-25,2018,2018-10-30,技术开发,中国工程物理研究院化工材料研究所,8,8,8,财务通过，立项完成,直接立项,进行中
海面仿真系统研发,5224980,电子科学与工程学院（示范性微电子学院）,2018-03-25,2018,2021-03-25,技术开发,北京华如科技股份有限公司,70,66.5,66.5,财务通过，立项完成,直接立项,进行中
中国社会企业与社会投资行业扫描调研项目“社会投资”子课题,5230653,经济与管理学院,2018-03-23,2018,2018-08-31,咨询/外币结算,南都公益基金会,6.7708,6.7708,6.573592,财务通过，立项完成,直接立项,进行中
图像识别在电梯监管的应用,7090733,信息与通信工程学院,2018-03-23,2018,2018-12-31,技术开发,四川智眼天下网络科技有限公司,20,20,20,财务通过，立项完成,直接立项,进行中
天基高功率微波研究,5224415,电子科学与工程学院（示范性微电子学院）,2018-03-22,2018,2019-06-30,技术开发,航天长征火箭技术有限公司,15,7.5,7.5,财务通过，立项完成,直接立项,进行中
国防知识产权咨询服务,5231090,电子科学与工程学院（示范性微电子学院）,2018-03-22,2018,2018-06-21,咨询/外币结算,成都雷电微力科技有限公司,0.48,0.48,0.466019,财务通过，立项完成,直接立项,进行中
探测器检测技术开发合同,7100840,光电科学与工程学院,2018-03-22,2018,2018-06-30,技术开发,武汉高德红外股份有限公司,19.95,19.95,19.368932,财务通过，立项完成,直接立项,进行中
银粉表面处理加工,7100730,电子科学与工程学院（示范性微电子学院）,2018-03-22,2018,2018-12-31,技术开发,广东风华高新科技股份有限公司,20,20,17.241379,财务通过，立项完成,直接立项,进行中
基于雷达多维信号特征的精准干扰技术,5224391,信息与通信工程学院,2018-03-21,2018,2020-12-31,技术开发,中国电子科技集团公司第三十六研究所,50,50,50,财务通过，立项完成,直接立项,进行中
芯片温度重构技术合作项目,7140614,电子科学与工程学院（示范性微电子学院）,2018-03-21,2018,2018-09-21,技术开发,华为技术有限公司,30.9,30.9,30,财务通过，立项完成,直接立项,进行中
14位3GSPS DAC多通道输出应用验证技术开发,7090681,自动化工程学院,2018-03-20,2018,2020-04-30,技术开发,北京微电子技术研究所,70,35,35,财务通过，立项完成,直接立项,进行中
六型高速高精度转换器件关键指标拉偏测试技术开发,8210690,自动化工程学院,2018-03-20,2018,2020-04-30,技术开发,北京微电子技术研究所,150,75,75,财务通过，立项完成,直接立项,进行中
16位1.5GSPS DAC并行伪差值技术应用验证技术开发,5225221,自动化工程学院,2018-03-20,2018,2020-04-30,技术开发,北京微电子技术研究所,105,52.5,52.5,财务通过，立项完成,直接立项,进行中
毫米波通信算法研究和实现,5224263,通信抗干扰技术国家级重点实验室,2018-03-20,2018,2019-03-19,技术开发,成都吉纬科技有限公司,40,0,0,学校通过,直接立项,进行中
5G移动终端天线设计技术研究,7120700,电子科学与工程学院（示范性微电子学院）,2018-03-20,2018,2019-06-30,技术开发,青岛海信移动通信技术股份有限公司,55,55,53.398059,财务通过，立项完成,直接立项,进行中
毫米波通信算法研究和实现,5224263,通信抗干扰技术国家级重点实验室,2018-03-20,2018,2019-03-19,技术开发,成都吉纬科技有限公司,40,40,40,财务通过，立项完成,直接立项,进行中
基于超算的电力系统运行方式计算平台支撑技术研究,7160741,机械与电气工程学院,2018-03-20,2018,2020-12-31,技术开发,国网河南省电力公司电力科学研究院,15,14,13.592233,财务通过，立项完成,直接立项,进行中
微波介质K45陶瓷材料,5230771,电子科学与工程学院（示范性微电子学院）,2018-03-19,2018,2018-06-18,技术开发,广东风华高新科技股份有限公司,0.872,0.872,0.745299,财务通过，立项完成,直接立项,进行中
广藿香醇用于母亲孕期感染所致的子代行为异常的研究,5230863,信息生物学研究中心,2018-03-19,2018,2019-03-31,技术开发,成都中医药大学,10,10,10,财务通过，立项完成,直接立项,进行中
国防知识产权咨询,5231090,电子科学与工程学院（示范性微电子学院）,2018-03-15,2018,2018-09-15,咨询/外币结算,成都锦江电子系统工程有限公司,3.84,3.84,3.728155,财务通过，立项完成,直接立项,进行中
与5G融合的天地一体化信息网络接口技术,5230840,通信抗干扰技术国家级重点实验室,2018-03-15,2018,2018-12-31,技术开发,中国电子科技集团公司第十研究所,20,20,20,财务通过，立项完成,直接立项,进行中
汽车电子成本分析研究,7140636,信息与软件工程学院（示范性软件学院）,2018-03-15,2018,2018-07-15,咨询/外币结算,北京卡达克数据有限公司,19,19,18.446602,财务通过，立项完成,直接立项,进行中
人工智能技术在公证行业的应用,7190637,信息与通信工程学院,2018-03-15,2018,2021-03-14,技术开发,四川省成都市国力公证处,30,30,29.126214,财务通过，立项完成,直接立项,进行中
基于多源监控信号协同的变电站智能巡检关键技术及应用,7160741,机械与电气工程学院,2018-03-15,2018,2019-12-31,技术开发,四川华雁信息产业股份有限公司,30,18,17.475728,财务通过，立项完成,直接立项,进行中
成都文明热线96110数据调查报告,5224467,数字文化与传媒研究中心,2018-03-15,2018,2018-06-30,咨询/外币结算,成都市广播电视台,25.5,25.5,24.757281,财务通过，立项完成,直接立项,进行中
雷达连接器激光焊接自动化装备开发,7110777,机械与电气工程学院,2018-03-15,2018,2018-12-15,技术开发,成都利剑航空科技有限公司,11,0,0,学校通过,直接立项,进行中
动态可重构网络攻击分析与防护节点关键技术研究,5224385,信息与通信工程学院,2018-03-15,2018,2019-02-15,技术开发,中国电子科技集团公司第三十研究所,30,9,8.737864,财务通过，立项完成,直接立项,进行中
闪烁探测器安装支撑架,5221282,光电科学与工程学院,2018-03-14,2018,2022-05-30,技术开发,中国工程物理研究院物资部,13.5,13.5,11.637931,财务通过，立项完成,直接立项,进行中
0512项目微系统架构设计等研究,5222887,电子科学与工程学院（示范性微电子学院）,2018-03-12,2018,2019-10-11,技术开发,江西洪都航空工业股份有限公司,30,30,29.126213,财务通过，立项完成,直接立项,进行中
0511项目电子系统一体化微系统架构设计技术,5222887,电子科学与工程学院（示范性微电子学院）,2018-03-12,2018,2019-10-11,技术开发,江西洪都航空工业股份有限公司,28,28,27.184466,财务通过，立项完成,直接立项,进行中
微波开关网络功能原理设计开发,5230881,电子科学与工程学院（示范性微电子学院）,2018-03-10,2018,2022-03-10,技术开发,中国电子科技集团公司第九研究所,100,4.11,3.990291,财务通过，立项完成,直接立项,进行中
分散液相微萃取技术情报分析及模型验证软件开发,7150628,资源与环境学院,2018-03-10,2018,2018-10-31,技术开发,上海崇研科技有限公司,40,40,40,财务通过，立项完成,直接立项,进行中
噪声等效温差检测技术开发合同,7100840,光电科学与工程学院,2018-03-09,2018,2018-03-18,技术开发,湖北久之洋红外系统股份有限公司,3.3,3.3,3.203883,财务通过，立项完成,直接立项,进行中
噪声等效温差检测技术开发合同,8220659,光电科学与工程学院,2018-03-09,2018,2018-06-30,技术开发,北京波谱华光科技有限公司,4.8,4.8,4.660194,财务通过，立项完成,直接立项,进行中
基于深度学习的干式穿戴ECG设备在隐源性卒中患者房颤筛查方面的应用,4150754,医学院,2018-03-09,2018,2019-12-31,技术开发,赛尔网络有限公司,10,9,9,财务通过，立项完成,直接立项,进行中
基于SDN和IPv6视频流调度技术研究,7090717,计算机科学与工程学院（网络空间安全学院）,2018-03-09,2018,2019-12-31,技术开发,赛尔网络有限公司,10,9,9,财务通过，立项完成,直接立项,进行中
交管系统视频在线教育平台IOS客户端开发,7110672,机械与电气工程学院,2018-03-09,2018,2019-06-30,技术开发,成都智达万应科技有限公司,20,20,19.417476,财务通过，立项完成,直接立项,进行中
噪声等效温差检测技术开发合同,7100840,光电科学与工程学院,2018-03-09,2018,2018-06-30,技术开发,北京波谱华光科技有限公司,4.8,0,0,学校通过,直接立项,进行中
噪声等效温差检测技术开发合同,7100840,光电科学与工程学院,2018-03-09,2018,2018-06-30,技术开发,武汉高德红外股份有限公司,3.3,3.3,3.203883,财务通过，立项完成,直接立项,进行中
噪声等效温差检测技术开发合同,8220659,光电科学与工程学院,2018-03-08,2018,2019-12-31,技术开发,北京北方长城光电仪器有限公司,3,0,0,学校通过,直接立项,进行中
陆地生态系统碳通量观测数据处理,7090744,资源与环境学院,2018-03-08,2018,2018-08-31,技术开发,中国科学院遥感与数字地球研究所,10,10,9.708738,财务通过，立项完成,直接立项,进行中
分布式光纤温度振动传感系统,5221917,光电科学与工程学院,2018-03-08,2018,2018-05-31,技术开发,成都浩悠科技有限公司,70,42,40.776699,财务通过，立项完成,直接立项,进行中
单层陶瓷电容基片,5222784,电子科学与工程学院（示范性微电子学院）,2018-03-05,2018,2022-12-31,技术开发,中国电子科技集团公司第十三研究所,18.9,18.9,16.293103,财务通过，立项完成,直接立项,进行中
12位超高速模数转换器产品开发,7172697,电子科学与工程学院（示范性微电子学院）,2018-03-05,2018,2019-03-31,技术开发,中国电子科技集团公司第二十四研究所,120,60,58.252427,财务通过，立项完成,直接立项,进行中
8mm开关,5223824,物理学院,2018-03-05,2018,2019-12-31,技术开发,西安电子工程研究所,8.25,0,0,学校通过,直接立项,撤项
16位数据转换器产品开发,5230783,电子科学与工程学院（示范性微电子学院）,2018-03-05,2018,2019-06-30,技术开发,中国电子科技集团公司第二十四研究所,80,40,38.834951,财务通过，立项完成,直接立项,进行中
WIFI天线低中频铜线拉长技术研究,8176802,通信抗干扰技术国家级重点实验室,2018-03-02,2018,2019-12-31,技术开发,华为技术有限公司,56.65,56.65,55,财务通过，立项完成,直接立项,进行中
时频差体制变基线定位及目标跟踪技术,7060597,信息与通信工程学院,2018-03-01,2018,2020-12-30,技术开发,中国电子科技集团公司第十研究所,25,25,24.271845,财务通过，立项完成,直接立项,进行中
农业机器人激光雷达避障模块,5224846,光电科学与工程学院,2018-03-01,2018,2018-12-31,技术开发,成都比昂科技有限公司,10,10,10,财务通过，立项完成,直接立项,进行中
高可靠性薄膜封装工艺项目,7070724,光电科学与工程学院,2018-03-01,2018,2022-12-31,技术开发,中国电子科技集团公司第五十五研究所,56,39.2,39.2,财务通过，立项完成,直接立项,进行中
真菌必需基因识别与分析研究,7080595,生命科学与技术学院,2018-03-01,2018,2020-12-31,技术开发,首都医科大学,6,6,6,财务通过，立项完成,直接立项,进行中
旁瓣变极化干扰抑制与检测技术,7110767,自动化工程学院,2018-03-01,2018,2019-07-30,技术开发,武汉滨湖电子有限责任公司,34,34,33.009709,财务通过，立项完成,直接立项,进行中
组件测试技术服务合同,7100840,光电科学与工程学院,2018-03-01,2018,2018-07-31,技术开发,中国电子科技集团公司第十一研究所,11.81,11.81,11.466019,财务通过，立项完成,直接立项,进行中
高铁弓网运行安全检测监测装置实时图像质量提升技术方案咨询,5223001,航空航天学院,2018-03-01,2018,2019-12-31,技术开发,成都国铁电气设备有限公司,15,15,14.563107,财务通过，立项完成,直接立项,进行中
激光远距离探测天线光学系统方案设计,5224026,航空航天学院,2018-03-01,2018,2018-12-31,技术开发,君安南通特种装备科技有限公司,100,100,97.087379,财务通过，立项完成,直接立项,进行中
智能操控小型样机设计和控制算法开发,7120689,航空航天学院,2018-03-01,2018,2018-06-30,技术开发,中国船舶工业系统工程研究院,25,25,25,财务通过，立项完成,直接立项,进行中
野生动物红外照相机物种识别与传输关键技术研究,5224283,自动化工程学院,2018-03-01,2018,2021-02-28,技术开发,成都大熊猫繁育研究基地,39.8,39.8,39.8,财务通过，立项完成,直接立项,进行中
成都准星云学科技有限公司软件委托开发合同,7080749,计算机科学与工程学院（网络空间安全学院）,2018-03-01,2018,2018-08-31,技术开发,成都准星云学科技有限公司,65.76,54.8,54.8,财务通过，立项完成,直接立项,进行中
×频段与××频段低RCS天线技术,5224980,电子科学与工程学院（示范性微电子学院）,2018-03-01,2018,2019-03-01,技术开发,中国电子科技集团公司第五十四研究所,19.6,19.6,19.029126,财务通过，立项完成,直接立项,进行中
8mm开关,5223916,物理学院,2018-03-01,2018,2019-12-31,技术开发,西安电子工程研究所,8.25,8.25,7.112069,财务通过，立项完成,直接立项,进行中
医院智能物流传输控制系统软件开发,7100850,机械与电气工程学院,2018-03-01,2018,2019-06-30,技术开发,天行智控（成都）科技有限公司,40,30,29.126214,财务通过，立项完成,直接立项,进行中
硅基700V LDMOS器件失效分析,5231034,电子科学与工程学院（示范性微电子学院）,2018-03-01,2018,2019-02-28,技术开发,上海晶丰明源半导体股份有限公司,7.2,7.2,6.990291,财务通过，立项完成,直接立项,进行中
窄带接收机射频模块研究,5223902,航空航天学院,2018-02-26,2018,2021-02-25,技术开发,成都顺为超导科技股份有限公司,50,40,40,财务通过，立项完成,直接立项,进行中
8mm开关,5223824,物理学院,2018-02-26,2018,2019-12-31,技术开发,西安电子工程研究所,6,0,0,学校通过,直接立项,撤项
电化学沉积过程中DLC薄膜生长动力学过程在线测试,8200598,材料与能源学院,2018-02-25,2018,2018-07-01,技术开发,西南科技大学,2.4,2.4,2.330097,财务通过，立项完成,直接立项,进行中
PLUTO  AMR磁阻元件设计开发,7171703,电子科学与工程学院（示范性微电子学院）,2018-02-25,2018,2018-12-31,技术开发,上海麦歌恩微电子股份有限公司,20,20,19.417476,财务通过，立项完成,直接立项,进行中
